nonanol 	 -427.3465180082815 
octanol 	 -388.3110864554743 
decanol 	 -466.3836241400086 
pentanol 	 -271.20138119895074 
heptanol 	 -349.27397687072676 
hexanol 	 -310.2385332251633 
butanol 	 -232.1655798347283 
propanol 	 -193.12836249728798 
ethanol 	 -154.09130176573018 
methanol 	 -115.04800861868374 
